"logFC" "logCPM" "PValue" "FDR"
"GOLGA8N" -0.512714652745515 0.118540566374375 0.311260653350173 0.750374551360852
"TOM1" -0.483887930029059 4.53104012249633 0.311417556796135 0.750563163686471
"SLC2A13" 0.477851658302195 7.38471296703372 0.311475424282453 0.750563163686471
"EGR3" -0.475545632366008 7.01319790298798 0.311531473458498 0.750563163686471
"DEFB113" -0.490921758395742 4.54591878534717 0.311549927156662 0.750563163686471
"GALNTL5" -0.489104393273957 1.83230723043576 0.311597670275728 0.750563163686471
"COX8A" -0.479921603133482 4.46550572032434 0.311616459038986 0.750563163686471
"COL16A1" 0.48741351582617 4.90356321893109 0.311635989596315 0.750563163686471
"ME3" -0.498816405600396 5.55144493485756 0.311710017798165 0.750563163686471
"RTN4RL2" -0.483078866037612 4.17880909376564 0.311753454828787 0.750563163686471
"C16orf72" -0.492086757353252 3.63864724530678 0.311777494524778 0.750563163686471
"ZGRF1" -0.474440312459445 5.14721836393887 0.311787641951525 0.750563163686471
"PNPLA2" 0.491982709592982 2.99337593336128 0.311788532027114 0.750563163686471
"TIMM23B" 0.4916821455572 4.51041369505649 0.311827523668735 0.750566826076475
"CNTNAP3" -0.480330567766466 6.80867607354898 0.311910857769791 0.750578435640735
"PLPPR4" 0.485188543869937 4.82150523055168 0.31192727590479 0.750578435640735
"IP6K3" -0.496693436846123 3.89932908510068 0.311993965088916 0.750578435640735
"MCM4" -0.480795494228234 5.0269853900817 0.311998059595703 0.750578435640735
"CERKL" -0.487372280828636 2.87928558268238 0.31201970114225 0.750578435640735
"NUDT12" -0.484362460372724 4.00758027732936 0.312149995870058 0.750763810750641
"ARSJ" -0.486311155933061 5.1642211419583 0.312216225048979 0.750763810750641
"TANC1" -0.479613605346687 5.1243681293152 0.312245191674598 0.750763810750641
"RBMY1B" -0.481401648266127 4.21625792416033 0.312246683009515 0.750763810750641
"MGST3" -0.47500597627348 6.65821972331336 0.312346844823151 0.750914504158971
"GOLGA8G" -0.472440919327278 6.43076650687621 0.312385982543929 0.750918470699321
"SLC7A5" -0.47818972344341 4.85751260596609 0.312445672791141 0.750920668093977
"PITX3" -0.479680328021532 5.95982386358902 0.31246187252575 0.750920668093977
"NUTM2A" 0.4894465193655 1.1640607923908 0.312510318439852 0.750946999600368
"COX4I1" -0.487684215861382 3.3865172469635 0.312569674907032 0.750999539170295
"TGS1" 0.491737375460666 5.79601547260619 0.312647630544704 0.751096748313861
"MAP6D1" 0.492714662368543 3.65309261173035 0.312825626805782 0.751420005485911
"ZNF302" -0.489768432051794 6.41289871584798 0.312857213606535 0.751420005485911
"ZNF740" 0.47972756856266 5.76302418452105 0.313027743376684 0.751630345551347
"PSMB7" 0.483068591110926 3.77953261222427 0.313074257745986 0.751630345551347
"CLCNKB" 0.477639917177982 6.11730340769543 0.313077759233783 0.751630345551347
"APOC1" -0.479966135914002 3.91682662417618 0.313094883095224 0.751630345551347
"TRERF1" -0.484655186660823 2.23780801870347 0.31314324936321 0.751656372437922
"MTERF3" -0.475453541938167 4.6404106456394 0.313318445474699 0.751986793829821
"TMEM41A" -0.479923972487735 5.42618786561417 0.313403809293166 0.75210155791918
"BTG4" 0.473480855358855 4.9969200127153 0.31348780070828 0.752213001435981
"UBE2V2" -0.474997774239493 6.49273105891401 0.313581888963497 0.752217825128015
"FAM47E-STBD1" -0.477602306208853 5.89556877859149 0.313588001756777 0.752217825128015
"DEFA4" -0.478309539359287 3.60980488891812 0.313636426610024 0.752217825128015
"EGR2" -0.488294719336127 6.89350332075333 0.313640021739763 0.752217825128015
"C8orf58" -0.480365367867152 3.01518535509522 0.313700825144386 0.752273581763103
"DEK" -0.476247368812925 4.62514310069813 0.313740413628654 0.75227845647541
"FAF2" -0.476702711716125 5.10917251941938 0.31383120761478 0.752292782040908
"MAPK11" -0.477867676310485 5.67508390829675 0.313934766587939 0.752292782040908
"REPS1" 0.491672510675393 3.53416084936721 0.313938294860834 0.752292782040908
"ZYX" -0.477051062405136 4.50734661870441 0.313962595759585 0.752292782040908
"VASN" -0.477668019676451 6.56526634166487 0.314003270623277 0.752292782040908
"ZNF581" -0.48396982102652 3.54061399878129 0.314012732846884 0.752292782040908
"PANK2" -0.486605919832688 4.69375504861095 0.314137596874512 0.752292782040908
"P4HA1" -0.476384945943907 4.78540449432078 0.314153420278049 0.752292782040908
"celery" -0.47012332016882 6.42536734844399 0.314196925494587 0.752292782040908
"ZFP92" -0.544031551099514 -0.832838777165595 0.314198733504068 0.752292782040908
"TMEM256-PLSCR3" -0.475186964133532 3.39709317061412 0.314208322368748 0.752292782040908
"C18orf54" -0.480283253107977 5.49493295076747 0.314229601238494 0.752292782040908
"CIAO1" -0.490856975273666 2.78942283274871 0.314260732157446 0.752292782040908
"UGGT1" -0.472493603745628 7.06671325244769 0.314272178129815 0.752292782040908
"ITPRIPL2" -0.480486007738982 7.23854759126933 0.3143501183404 0.752389439655461
"AAMDC" -0.486040102232738 2.94113623359687 0.314524999297478 0.752718071795433
"RALGPS1" -0.493446214773249 6.27557137692138 0.314582851202727 0.75276658612374
"MPP2" -0.471501881243152 6.06590082244522 0.314630259034546 0.752790100181676
"TAX1BP3" -0.495359095992978 3.25292193670317 0.314708935204568 0.752888412884595
"HDC" -0.46894898000572 5.14174716647389 0.314810004451982 0.752904535961726
"CEP128" 0.479134139487821 6.28366338752137 0.314847742693835 0.752904535961726
"OR10A7" -0.483064603873872 3.2351730537659 0.314856968605454 0.752904535961726
"KRTAP3-2" -0.470432271589206 5.03584924429169 0.314899913036548 0.752904535961726
"CD101" -0.477872127680362 4.26269594697103 0.314903609519611 0.752904535961726
"ZNF320" -0.480972536077319 7.01297659762501 0.315096361490541 0.7532754764312
"PMP22" -0.47824596307396 7.17793228435436 0.315175272505516 0.753344046563394
"TCTE3" -0.488095480830242 5.53764732112537 0.315208466360069 0.753344046563394
"DCUN1D1" -0.47435342811644 5.43586948466904 0.315250062562273 0.753344046563394
"DHRSX" -0.476807944494868 2.69784760445848 0.315275480122856 0.753344046563394
"RAMP1" -0.471297391686765 6.50183125248198 0.315357211081425 0.753449462687503
"EMCN" -0.499595828435037 2.49689593288189 0.315446318931447 0.75357247638829
"RWDD2A" -0.484631831047033 3.57568400895134 0.315500761088533 0.753612657448654
"BSX" -0.476760835629728 3.84281890526173 0.315589303015153 0.7536599772226
"ACTL8" -0.492892806163297 6.75142422364961 0.315595820924725 0.7536599772226
"MCOLN1" -0.483251234389317 1.93484524064824 0.315709707524951 0.753713640257222
"KCTD21" -0.479373300551332 4.21530386951702 0.315717200148419 0.753713640257222
"PRR27" -0.489723745451813 4.22375547005657 0.315731174449521 0.753713640257222
"ZNF648" 0.479800276243498 5.38460996513712 0.315769657473102 0.753715682655352
"RGS4" -0.49290281029311 3.97588240741537 0.315856076030917 0.753832129033159
"SAMD15" -0.476275201250967 5.60503566805021 0.315916275865007 0.753885980682862
"BID" 0.479622975350369 5.06353730138161 0.316006154933508 0.753954572504282
"VAC14" -0.49652010195559 0.503631837164675 0.316020298075281 0.753954572504282
"XXbac-B562F10.12" -0.48026747605021 3.34355496472643 0.316097027954661 0.753971202376763
"ERVFRD-1" -0.479114535083893 5.72302397580236 0.316102548927166 0.753971202376763
"BRD8" -0.479145223225981 3.67970202716397 0.316199135480153 0.754045869307439
"SLC26A8" -0.472602589965176 6.99651175939947 0.316209140940666 0.754045869307439
"ZAN" -0.477773872778841 7.05606237875697 0.31625542395716 0.754066467954513
"RTN4IP1" -0.478575356916409 2.15383906425266 0.316345296789944 0.754190983099188
"NUP210L" -0.468704416780534 5.2279380405917 0.316429180672205 0.754301192198613
"LMNA" -0.477056156405061 4.3269124706054 0.316551697959876 0.754397421985898
"ZNF812P" -0.479171485977829 5.74069566489657 0.316558665330272 0.754397421985898
"ZNF195" -0.475274506517045 7.12370024896747 0.316582533533696 0.754397421985898
"ZNF664" -0.469961903980512 5.13616916564641 0.316629879149499 0.754420495925255
"AKT2" -0.481062918448383 6.08866263556434 0.316798775214118 0.754691650400087
"NT5C3B" -0.471058009362626 6.9991113255871 0.316819034906611 0.754691650400087
"FBXO42" 0.478052801577183 4.65720898846147 0.316885226832267 0.754742014217513
"SAMD9L" -0.480125708497739 4.30740885485725 0.316919414983533 0.754742014217513
"ECT2L" -0.488967061582537 5.8338601244768 0.316964125576567 0.754742014217513
"TMEM212" 0.490320765351583 5.01013122739477 0.316990892397381 0.754742014217513
"MPI" -0.477981105886857 4.58958726112243 0.317056304972329 0.75480703799312
"VRK3" 0.504862705588286 3.8028757305387 0.317118257751628 0.75480703799312
"SRPX2" -0.473783613419568 7.85019321367028 0.317131248152868 0.75480703799312
"CES5A" -0.494200737606606 7.18603197363574 0.317238185271431 0.75494389972618
"ZNF318" -0.494472453025572 1.05571614670712 0.317264127996355 0.75494389972618
"CDK3" -0.472785439539808 4.72303785427402 0.317403841562219 0.755186643346336
"RP11-234B24.6" -0.468711274119351 6.55933472964155 0.317539550495007 0.755274491086142
"LY6G6C" -0.472899916490586 5.36424539001584 0.3175661305389 0.755274491086142
"RND3" 0.478263362494198 4.97037819323257 0.317567065814389 0.755274491086142
"LAX1" -0.47025244288192 5.3919147780052 0.317610237968564 0.755274491086142
"TRH" -0.48371398336683 4.22696122250898 0.317652283338678 0.755274491086142
"SPATA31D4" -0.488095571743161 6.18528073940743 0.317699824949833 0.755274491086142
"CENPM" -0.491345358898479 0.456607821396438 0.317796269534278 0.755274491086142
"SF3B4" -0.474211416756568 3.81355511446398 0.317857892708132 0.755274491086142
"NCR3" 0.496490945597358 7.09823501254209 0.317860230857643 0.755274491086142
"OTUD7A" -0.474620403531426 2.68791667100401 0.317867426145842 0.755274491086142
"SERPIND1" -0.555500280634531 -1.09899478521877 0.317889549659963 0.755274491086142
"ZNF205" -0.482348045244958 2.06446172997745 0.317921096443449 0.755274491086142
"COG5" -0.472586661003976 5.72355040265443 0.317930932496548 0.755274491086142
"AC002310.13" -0.471382960945224 5.70739169937202 0.318087910462718 0.755557800839405
"DOLPP1" -0.487664187682637 1.66392175923908 0.318183829321739 0.755696026220507
"PPIF" -0.477009448589763 2.57542453324841 0.318386770805179 0.756088370598524
"DBNL" -0.472500194519135 4.20684837644376 0.318461337114651 0.756175799400613
"LDOC1" -0.476286878240477 6.56908264018021 0.318565251971081 0.756198231469895
"NSMCE4A" -0.480483490118807 2.71911110141341 0.31856680667049 0.756198231469895
"EDC4" -0.472219794428171 4.15773402205567 0.318584038509033 0.756198231469895
"MGP" -0.474058889955156 3.18862610293594 0.318716393961999 0.756422759176872
"FAM189B" -0.474332184149313 6.94161608290958 0.318939091288088 0.756490527211193
"TBC1D10B" -0.50039455394009 4.49447259260555 0.318961954715533 0.756490527211193
"GRIA1" -0.501931143931741 3.39807361815798 0.319013110630904 0.756490527211193
"ANPEP" 0.493993299525205 4.46504572569854 0.319024359534528 0.756490527211193
"HPRT1" -0.488755539859732 2.58179426619719 0.319082115187911 0.756490527211193
"FBXO41" -0.474209031908155 3.4247941735385 0.319163874240331 0.756490527211193
"TMEM115" -0.468939646643883 3.92432185984445 0.319178778026638 0.756490527211193
"ORC3" -0.482018571632368 7.79175519660581 0.319180933058142 0.756490527211193
"B4GALT5" -0.470738967535112 7.13474653141373 0.319256380337249 0.756490527211193
"KIAA0825" -0.46666736790162 5.28305713382006 0.319268187273735 0.756490527211193
"PIGU" -0.474247614576687 3.09246176687648 0.319334273287475 0.756490527211193
"MRPL3" -0.468811677552959 6.04832547594453 0.319342962907369 0.756490527211193
"SIK2" 0.468761719313946 3.57432283566229 0.319361313509113 0.756490527211193
"TMEM94" -0.472937088903915 4.37519361392582 0.31948266754977 0.756490527211193
"KIAA1614" 0.496258531506965 5.07106536912741 0.319513243839769 0.756490527211193
"EIF4G2" -0.472545833936362 3.17483941403753 0.31955906826498 0.756490527211193
"KRTAP19-8" -0.485562499809561 5.00576445909605 0.319584235708292 0.756490527211193
"AMBRA1" 0.470471096774809 3.83211787840781 0.319610169866591 0.756490527211193
"OLFML3" 0.469295887461935 5.26370231444589 0.319623822461082 0.756490527211193
"ATRNL1" -0.471756603910663 3.44953356788715 0.319640328785888 0.756490527211193
"CPA6" -0.471660221037606 6.96118605947479 0.319648005222402 0.756490527211193
"TP53BP1" -0.472710641117234 4.5627682922277 0.319688497270874 0.756490527211193
"NCF2" -0.489029723407542 4.15951208149897 0.319693286611649 0.756490527211193
"RBM41" 0.495840747101834 1.91634292015275 0.319755245635623 0.756490527211193
"SLC1A7" -0.479609492943658 4.77580977013688 0.3197846575787 0.756490527211193
"IGLON5" -0.474007709612217 6.39417718875819 0.319791481784116 0.756490527211193
"C9orf152" -0.473076752065306 4.44824072279242 0.319823406300345 0.756490527211193
"GIPC1" -0.481434027255917 7.05074072274211 0.319869930690967 0.756490527211193
"SLC18A2" -0.465428697834155 6.07598667240611 0.319871977272863 0.756490527211193
"BMPR1A" -0.465918342288338 6.34004120647937 0.319900971929611 0.756490527211193
"SND1" 0.476438836367449 4.45125817629974 0.319915693475414 0.756490527211193
"PPP5C" -0.47240725912959 2.67839274982896 0.32006865037676 0.756508611331796
"CLDN34" -0.473005033650856 4.4823390060356 0.320073580633046 0.756508611331796
"ALPK1" 0.483734259126859 8.48370135167628 0.320108888485206 0.756508611331796
"RNPEPL1" -0.492944213361428 6.1451962240336 0.320134534891036 0.756508611331796
"NEU1" -0.478753522182239 6.32288462076689 0.320151615775752 0.756508611331796
"DOCK6" -0.468807698561407 5.95069772304957 0.320167608465704 0.756508611331796
"LRRIQ1" -0.469609526389618 4.72474861287567 0.320275042847989 0.756508611331796
"EIF4A2" -0.462940653388008 5.46987909776532 0.320310429477824 0.756508611331796
"SLC48A1" -0.4735530502286 5.37961149880656 0.320313033719917 0.756508611331796
"RABAC1" -0.46815050689513 5.34605535428592 0.320374652355101 0.756508611331796
"AHSP" -0.487145961543107 4.24204236452104 0.320377137166293 0.756508611331796
"SEPT3" -0.472042327849613 7.60627130531072 0.320414190592145 0.756508611331796
"PTGES" -0.475026698178159 3.0364166976697 0.320415902178115 0.756508611331796
"MAP2K3" -0.469226931244843 6.40572782903994 0.320452077637177 0.756508611331796
"PIN1" 0.500465646677573 -0.112081476062383 0.32049663173199 0.756524632361947
"GRIN3A" -0.470964073312793 6.16111234019495 0.320557626132982 0.75653350257404
"PDP2" 0.477184421038919 5.63201540140516 0.320575925807421 0.75653350257404
"SNRPF" -0.481096293542697 3.7876038932851 0.320806655078809 0.756830617293603
"PPHLN1" -0.489799851013282 5.00154209549849 0.32080914801182 0.756830617293603
"UTP6" -0.467506552106622 6.40898993532764 0.32081517505067 0.756830617293603
"GSAP" -0.467411333335747 5.58362819447032 0.320942597726826 0.757042060182059
"STAT5A" 0.465950492057491 6.37024495420442 0.320985921525461 0.757055103506006
"CD1A" -0.482250099036583 4.8369272151403 0.321142201907989 0.757334523948542
"PADI3" -0.482709265953269 3.20210287977654 0.321222138214923 0.757433861163406
"IQCD" -0.473364369099252 6.27532236780025 0.321267938799979 0.75745269327947
"GUSB" -0.492715734907492 2.72927186608605 0.321421024633127 0.757606097101898
"SYT10" -0.472701828886602 3.78944426473627 0.321432264266439 0.757606097101898
"TASP1" -0.484090460876412 4.33099892448201 0.321475305273715 0.757606097101898
"C8orf82" 0.469583510111271 7.11642305299844 0.321499248611242 0.757606097101898
"CELA2B" -0.469121917299731 6.09501351140006 0.321548851009224 0.757606097101898
"GABRP" -0.476064155158316 5.5539795161201 0.321644882975364 0.757606097101898
"CYYR1" -0.478412153430613 3.52648888452961 0.321685341552486 0.757606097101898
"FAR1" 0.475086407818585 2.87699880556999 0.321690740263885 0.757606097101898
"SIRT3" -0.464242262593948 6.28285526658894 0.321719106042842 0.757606097101898
"RAB41" -0.472040031531382 3.97623484737675 0.32174954160523 0.757606097101898
"ATG3" -0.473110388571574 3.53335356060949 0.321875779464078 0.757606097101898
"PTX4" -0.480966054942143 6.39442724574739 0.321886191184367 0.757606097101898
"ELK1" -0.472821756343568 5.41139471202719 0.321916474883778 0.757606097101898
"OTUD3" -0.482493753356813 4.70127630695793 0.321961275560943 0.757606097101898
"EIF2AK2" -0.475053450047058 4.12277037577628 0.321977561700127 0.757606097101898
"CTD-2287O16.3" 0.466547411875464 4.38930437718194 0.321986469917829 0.757606097101898
"ANKRD1" -0.494174605818019 0.388727914343706 0.322018620175223 0.757606097101898
"ZNF181" -0.557334209196608 -1.49430917693331 0.322025169212135 0.757606097101898
"ABHD3" 0.519697015330374 -0.566849233911555 0.322051615836586 0.757606097101898
"NRIP2" -0.482905560167543 1.77994328306603 0.322223574414373 0.757873154957444
"RBPJL" -0.469463980358086 5.68638485825022 0.3222669136811 0.757873154957444
"ARL4D" -0.474732642417798 4.59797444595622 0.32227864479694 0.757873154957444
"ZNF709" 0.477004568031047 5.65757352946161 0.322448789104284 0.758053751168337
"ADPRHL2" -0.467310725517369 6.49568948473114 0.322452553558812 0.758053751168337
"PCDHGA8" -0.485610182467446 5.99799037804599 0.322468973775917 0.758053751168337
"GRM2" -0.464474364352679 5.07920437544582 0.322706587963618 0.758447380806398
